Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"[combase.dll]",1,0.00,0x763E5CCD,0,0,0,0,
"[combase.dll]",1,0.00,0x763E5D33,0,0,0,0,
"[combase.dll]",1,0.00,0x763E8900,0,0,0,0,
"[combase.dll]",1,0.00,0x763E8912,0,0,0,0,
"[combase.dll]",1,0.00,0x763E8B62,0,0,0,0,
"[combase.dll]",1,0.00,0x763E8B63,0,0,0,0,
"[combase.dll]",1,0.00,0x7640E600,0,0,0,0,
"[combase.dll]",1,0.00,0x7640F954,0,0,0,0,
"[combase.dll]",1,0.00,0x76410328,0,0,0,0,
"[combase.dll]",1,0.00,0x76418F32,0,0,0,0,
"[combase.dll]",1,0.00,0x7641BD74,0,0,0,0,
"[combase.dll]",1,0.00,0x7641C07D,0,0,0,0,
"[combase.dll]",1,0.00,0x7641D8B0,0,0,0,0,
"[combase.dll]",1,0.00,0x764238A4,0,0,0,0,
"[combase.dll]",1,0.00,0x76431C8D,0,0,0,0,
"[combase.dll]",1,0.00,0x7643492A,0,0,0,0,
"[combase.dll]",1,0.00,0x764464A1,0,0,0,0,
"[combase.dll]",1,0.00,0x7645CED2,0,0,0,0,
"[comctl32.dll]",1,0.00,0x70D09DC9,0,0,0,0,
"[comctl32.dll]",1,0.00,0x70D1725C,0,0,0,0,
"[comctl32.dll]",1,0.00,0x70D2BC22,0,0,0,0,
"[comctl32.dll]",1,0.00,0x70D2BC27,0,0,0,0,
"[comctl32.dll]",1,0.00,0x70D2BC6F,0,0,0,0,
"[comctl32.dll]",1,0.00,0x70D352EC,0,0,0,0,
"[d3d11.dll]",1,0.00,0x6602D036,0,0,0,0,
"[davclnt.dll]",1,0.00,0x5E5F300D,0,0,0,0,
"[dcomp.dll]",1,0.00,0x646BCCE7,0,0,0,0,
"[dhcpcsvc.dll]",1,0.00,0x70F13484,0,0,0,0,
"[dhcpcsvc6.dll]",1,0.00,0x7113251F,0,0,0,0,
"[dlnashext.dll]",1,0.00,0x6CF4A3D2,0,0,0,0,
"[dlnashext.dll]",1,0.00,0x6CF4B4FA,0,0,0,0,
"[dlnashext.dll]",1,0.00,0x6CF5BC08,0,0,0,0,
"[dlnashext.dll]",1,0.00,0x6CF634AA,0,0,0,0,
"[DropboxExt.26.0.dll]",1,0.00,0x5DCDFC70,0,0,0,0,
"[DropboxExt.26.0.dll]",1,0.00,0x5DCE30BA,0,0,0,0,
"[drprov.dll]",1,0.00,0x5F641ECD,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE699ED,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE74E12,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE762C6,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE76415,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE78829,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE79543,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE7E45B,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE825A0,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE83072,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE83149,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE83362,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE83367,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE836C8,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE83778,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE93FED,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE94D49,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE979DA,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE9A059,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE9ACA2,0,0,0,0,
"[dui70.dll]",1,0.00,0x5EE9B102,0,0,0,0,
"[duser.dll]",1,0.00,0x5EDC84A0,0,0,0,0,
"[duser.dll]",1,0.00,0x5EDCB96D,0,0,0,0,
"[duser.dll]",1,0.00,0x5EDCB98F,0,0,0,0,
"[duser.dll]",1,0.00,0x5EDCDDD7,0,0,0,0,
"[duser.dll]",1,0.00,0x5EDCE1FC,0,0,0,0,
"[duser.dll]",1,0.00,0x5EDD37D0,0,0,0,0,
"[duser.dll]",1,0.00,0x5EDD3B87,0,0,0,0,
"[duser.dll]",1,0.00,0x5EDD5698,0,0,0,0,
"[edputil.dll]",1,0.00,0x6F05423F,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60339FB5,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60339FD7,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60342087,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6034A0B1,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6034B102,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6034B1A3,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6034EEAF,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60357E4C,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x603581B0,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035C933,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035CA59,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035CA80,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035CB05,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035CB9B,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035CBB7,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035CBE2,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035CD60,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6035E244,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60360EFC,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6036482F,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60364D90,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60365DBB,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6036CDCD,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60375472,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x603754B8,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6037CEB5,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6038199A,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x60389672,0,0,0,0,
"[ExplorerFrame.dll]",1,0.00,0x6045C65D,0,0,0,0,
"[gdi32.dll]",1,0.00,0x76EB6424,0,0,0,0,
"[gdi32.dll]",1,0.00,0x76EB649C,0,0,0,0,
"[gdi32.dll]",1,0.00,0x76EB653A,0,0,0,0,
"[gdi32.dll]",1,0.00,0x76EB6E7F,0,0,0,0,
"[gdi32full.dll]",1,0.00,0x75FCF282,0,0,0,0,
"[gdi32full.dll]",1,0.00,0x75FCF97B,0,0,0,0,
"[gdi32full.dll]",1,0.00,0x75FDD0DB,0,0,0,0,
"[gdi32full.dll]",1,0.00,0x75FDD2B4,0,0,0,0,
"[gdi32full.dll]",1,0.00,0x75FE0E68,0,0,0,0,
"[gdi32full.dll]",1,0.00,0x75FE16E6,0,0,0,0,
"[kernel32.dll]",1,0.00,0x75003DE4,0,0,0,0,
"[kernel32.dll]",1,0.00,0x7500C843,0,0,0,0,
"[kernel32.dll]",1,0.00,0x7500EF40,0,0,0,0,
"[kernel32.dll]",1,0.00,0x7500EF60,0,0,0,0,
"[kernel32.dll]",1,0.00,0x7500EF66,0,0,0,0,
"[kernel32.dll]",1,0.00,0x7500F020,0,0,0,0,
"[kernel32.dll]",1,0.00,0x75010590,0,0,0,0,
"[kernel32.dll]",1,0.00,0x75010AD7,0,0,0,0,
"[kernel32.dll]",1,0.00,0x750113E7,0,0,0,0,
"[kernel32.dll]",1,0.00,0x75012E27,0,0,0,0,
"[kernel32.dll]",1,0.00,0x750137A0,0,0,0,0,
"[kernel32.dll]",1,0.00,0x750137A4,0,0,0,0,
"[kernel32.dll]",1,0.00,0x75026052,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E04E05,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E085D0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E08742,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E095FC,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E0F1BD,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E15D33,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E15E42,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E15EC0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E1853E,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E1E9DB,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E1FA97,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E1FDCF,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E1FEC1,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E201A0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E201D2,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E205AF,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E21E02,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E21FD7,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E22C6E,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E256B0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E26F75,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E26F86,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E26F8B,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E26FB2,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E273A8,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E27B70,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E27BF0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E27C12,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E27D32,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E27D6A,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E27FEC,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E28EEE,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E29732,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E29930,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E29932,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E29957,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E29998,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2A15C,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2A836,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2A839,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2A927,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2B180,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2C0C2,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2C240,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2C4A0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2CA3F,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2CA89,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2CB4E,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2E4CA,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2F006,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2FC99,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E2FCD9,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E39954,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x75E39959,0,0,0,0,
"[MMDevAPI.dll]",1,0.00,0x5E4B06F3,0,0,0,0,
"[mscorlib.ni.dll]",1,0.00,0x7263AC81,0,0,0,0,
"[mscorlib.ni.dll]",1,0.00,0x7266572D,0,0,0,0,
"[mscorlib.ni.dll]",1,0.00,0x7267892D,0,0,0,0,
"[mscorlib.ni.dll]",1,0.00,0x72D4E9CD,0,0,0,0,
"[mscorlib.ni.dll]",1,0.00,0x72DF78D4,0,0,0,0,
"[msftedit.dll]",1,0.00,0x5EB1582B,0,0,0,0,
"[msftedit.dll]",1,0.00,0x5EB2B824,0,0,0,0,
"[msftedit.dll]",1,0.00,0x5EB4BC50,0,0,0,0,
"[msftedit.dll]",1,0.00,0x5EB5F11F,0,0,0,0,
"[msftedit.dll]",1,0.00,0x5EB68EEB,0,0,0,0,
"[msftedit.dll]",1,0.00,0x5EB81200,0,0,0,0,
"[msi.dll]",1,0.00,0x706488FA,0,0,0,0,
"[msi.dll]",1,0.00,0x70652A41,0,0,0,0,
"[msvcp110_win.dll]",1,0.00,0x5E2A7BBA,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757A23C2,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757A23EC,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757B8730,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757B873C,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757B8749,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757CCEA2,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757CCEB0,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757CDCDE,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757CDD04,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757D3A37,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757D7E25,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F7ECC,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F13,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F15,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F50,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F52,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F54,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F55,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F6A,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F6D,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F7A,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F7F,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F8F90,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757F964B,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA0F0,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA0F8,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA10A,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA17B,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA18F,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA2C4,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA550,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA568,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA694,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA6D4,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA6DA,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA94C,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FA985,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FBF24,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FBF34,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FBF42,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FBF4D,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FBF5C,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FBF5E,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FBF62,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FBF66,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FC002,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FC023,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FC13C,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FC13E,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x757FC1CB,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x75815888,0,0,0,0,
"[msvcrt.dll]",1,0.00,0x75815950,0,0,0,0,
"[netprofm.dll]",1,0.00,0x6CEABE37,0,0,0,0,
"[networkexplorer.dll]",1,0.00,0x5DE73589,0,0,0,0,
"[npmproxy.dll]",1,0.00,0x6CB11C62,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778E6045,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778EFADC,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F1F00,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F1F15,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F1F41,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4EC0,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4EC2,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4EC3,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4EDD,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4EEF,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4EFC,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4F43,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4F67,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4F69,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4F7B,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4F8D,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4FA7,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4FB5,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F4FCC,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F5030,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F5034,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F5079,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F507F,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F50AB,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F50C1,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F531A,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F53DB,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778F78DE,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778FB238,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778FF8A1,0,0,0,0,
"[ntdll.dll]",1,0.00,0x778FFDF2,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77900028,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77900064,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77907483,0,0,0,0,
"[ntdll.dll]",1,0.00,0x7790B460,0,0,0,0,
"[ntdll.dll]",1,0.00,0x7790B482,0,0,0,0,
"[ntdll.dll]",1,0.00,0x7790B4D3,0,0,0,0,
"[ntdll.dll]",1,0.00,0x7790C0F2,0,0,0,0,
"[ntdll.dll]",1,0.00,0x7790C74B,0,0,0,0,
"[ntdll.dll]",1,0.00,0x7790EE12,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77910B82,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77910BE9,0,0,0,0,
"[ntdll.dll]",1,0.00,0x779127F3,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77912813,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77912FA2,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77920575,0,0,0,0,
"[ntdll.dll]",1,0.00,0x7792057C,0,0,0,0,
"[ntdll.dll]",1,0.00,0x779205FC,0,0,0,0,
"[ntdll.dll]",1,0.00,0x779206E5,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77920700,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77920720,0,0,0,0,
"[ntdll.dll]",1,0.00,0x779207D0,0,0,0,0,
"[ntdll.dll]",1,0.00,0x779216C0,0,0,0,0,
"[ntdll.dll]",1,0.00,0x779220FC,0,0,0,0,
"[ntdll.dll]",1,0.00,0x779228A0,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77922A70,0,0,0,0,
"[ntdll.dll]",1,0.00,0x77922AEF,0,0,0,0,
"[ntdll.dll]",1,0.00,0x779343D3,0,0,0,0,
"[ntshrui.dll]",1,0.00,0x5E3FD63F,0,0,0,0,
"[ole32.dll]",1,0.00,0x77594B97,0,0,0,0,
"[ole32.dll]",1,0.00,0x77595552,0,0,0,0,
"[ole32.dll]",1,0.00,0x775955A6,0,0,0,0,
"[oleaut32.dll]",1,0.00,0x773A276D,0,0,0,0,
"[OneCoreUAPCommonProxyStub.dll]",1,0.00,0x60BEBD35,0,0,0,0,
"[OneCoreUAPCommonProxyStub.dll]",1,0.00,0x60BEDDC2,0,0,0,0,
"[OneCoreUAPCommonProxyStub.dll]",1,0.00,0x60BEE16B,0,0,0,0,
"[PlayToDevice.dll]",1,0.00,0x5E50EF92,0,0,0,0,
"[PlayToDevice.dll]",1,0.00,0x5E513B0D,0,0,0,0,
"[PlayToDevice.dll]",1,0.00,0x5E514874,0,0,0,0,
"[PlayToDevice.dll]",1,0.00,0x5E514DB8,0,0,0,0,
"[PlayToDevice.dll]",1,0.00,0x5E51C8B1,0,0,0,0,
"[PlayToDevice.dll]",1,0.00,0x5E51D426,0,0,0,0,
"[PlayToDevice.dll]",1,0.00,0x5E51EE09,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFCC8A2,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFCCA21,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFCCBD6,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFCCC64,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFCCC79,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFCCD33,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFD0036,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFD62B8,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFD6414,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFD6431,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFD6510,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFD6E70,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFD8335,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFD8372,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFDF2A0,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFE0524,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFE4432,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFF7182,0,0,0,0,
"[propsys.dll]",1,0.00,0x6FFF71A3,0,0,0,0,
"[rpcrt4.dll]",1,0.00,0x761E5D92,0,0,0,0,
"[rpcrt4.dll]",1,0.00,0x761E6830,0,0,0,0,
"[rpcrt4.dll]",1,0.00,0x7621E687,0,0,0,0,
"[safemon.dll]",1,0.00,0x6F662218,0,0,0,0,
"[safemon.dll]",1,0.00,0x6F66E078,0,0,0,0,
"[safemon.dll]",1,0.00,0x6F66E092,0,0,0,0,
"[safemon.dll]",1,0.00,0x6F66E155,0,0,0,0,
"[safemon.dll]",1,0.00,0x6F66E15A,0,0,0,0,
"[setupapi.dll]",1,0.00,0x76F10A9D,0,0,0,0,
"[SHCore.dll]",1,0.00,0x774D97F6,0,0,0,0,
"[SHCore.dll]",1,0.00,0x774D98EF,0,0,0,0,
"[SHCore.dll]",1,0.00,0x774E8337,0,0,0,0,
"[SHCore.dll]",1,0.00,0x774FB3C2,0,0,0,0,
"[SHCore.dll]",1,0.00,0x774FB3E6,0,0,0,0,
"[SHCore.dll]",1,0.00,0x774FB3F0,0,0,0,0,
"[SHCore.dll]",1,0.00,0x774FB40E,0,0,0,0,
"[SHCore.dll]",1,0.00,0x7750018B,0,0,0,0,
"[SHCore.dll]",1,0.00,0x77504241,0,0,0,0,
"[SHCore.dll]",1,0.00,0x77504510,0,0,0,0,
"[shell32.dll]",1,0.00,0x768364D8,0,0,0,0,
"[shell32.dll]",1,0.00,0x76875F3A,0,0,0,0,
"[shell32.dll]",1,0.00,0x76896A87,0,0,0,0,
"[shell32.dll]",1,0.00,0x76899D40,0,0,0,0,
"[shell32.dll]",1,0.00,0x768B1124,0,0,0,0,
"[shell32.dll]",1,0.00,0x768C8C39,0,0,0,0,
"[shell32.dll]",1,0.00,0x768CAD02,0,0,0,0,
"[shell32.dll]",1,0.00,0x768CBF0E,0,0,0,0,
"[shell32.dll]",1,0.00,0x76913AD0,0,0,0,0,
"[shell32.dll]",1,0.00,0x76913B84,0,0,0,0,
"[shell32.dll]",1,0.00,0x76913BB7,0,0,0,0,
"[shell32.dll]",1,0.00,0x76913E2E,0,0,0,0,
"[shell32.dll]",1,0.00,0x7691467A,0,0,0,0,
"[shell32.dll]",1,0.00,0x7695C73F,0,0,0,0,
"[shell32.dll]",1,0.00,0x769FF4A0,0,0,0,0,
"[shell32.dll]",1,0.00,0x76A3E52F,0,0,0,0,
"[shell32.dll]",1,0.00,0x76AA15D5,0,0,0,0,
"[shell32.dll]",1,0.00,0x76ABAFD2,0,0,0,0,
"[shell32.dll]",1,0.00,0x76BBA97E,0,0,0,0,
"[shell32.dll]",1,0.00,0x76BFB345,0,0,0,0,
"[shlwapi.dll]",1,0.00,0x76692F00,0,0,0,0,
"[shlwapi.dll]",1,0.00,0x7669342E,0,0,0,0,
"[shlwapi.dll]",1,0.00,0x76693D86,0,0,0,0,
"[shlwapi.dll]",1,0.00,0x7669866C,0,0,0,0,
"[shlwapi.dll]",1,0.00,0x76698ADB,0,0,0,0,
"[shlwapi.dll]",1,0.00,0x766A64EE,0,0,0,0,
"[StructuredQuery.dll]",1,0.00,0x5E857DDA,0,0,0,0,
"[StructuredQuery.dll]",1,0.00,0x5E85A1D0,0,0,0,0,
"[StructuredQuery.dll]",1,0.00,0x5E85A1E5,0,0,0,0,
"[StructuredQuery.dll]",1,0.00,0x5E85CBD0,0,0,0,0,
"[StructuredQuery.dll]",1,0.00,0x5E86EDC1,0,0,0,0,
"[StructuredQuery.dll]",1,0.00,0x5E89FFB4,0,0,0,0,
"[System.Data.ni.dll]",1,0.00,0x64C02341,0,0,0,0,
"[System.Data.ni.dll]",1,0.00,0x64C063AB,0,0,0,0,
"[System.Data.ni.dll]",1,0.00,0x64F4DDCC,0,0,0,0,
"[System.Data.ni.dll]",1,0.00,0x64FFE593,0,0,0,0,
"[System.Data.ni.dll]",1,0.00,0x6501DA11,0,0,0,0,
"[System.Drawing.ni.dll]",1,0.00,0x6D0DBF71,0,0,0,0,
"[System.Drawing.ni.dll]",1,0.00,0x6D0E2C61,0,0,0,0,
"[System.ni.dll]",1,0.00,0x71980F06,0,0,0,0,
"[System.ni.dll]",1,0.00,0x71E6057B,0,0,0,0,
"[System.ni.dll]",1,0.00,0x71E605DA,0,0,0,0,
"[System.Windows.Forms.DataVisualization.ni.dll]",1,0.00,0x5F019164,0,0,0,0,
"[System.Windows.Forms.DataVisualization.ni.dll]",1,0.00,0x5F1C0B86,0,0,0,0,
